0,0,0,0,0,0,0,0,1,0,0,917839845
0,0,-0.010848,0,0,-0.010848,0,0,1,0,0,190097711
0,0,-0.010848,0,0,-0.010848,0,0,1,0,0,190248636
0,0,-0.0108501,0,0,-0.0108501,0,0,1,0,0,200886796
0,0,-0.0108522,0,0,-0.0108522,0,0,1,0,6.43567e-07,210594464
0,0,-0.0108542,0,0,-0.0108542,0,0,1,0,6.43567e-07,220531586
0.00459465,-0.0575152,-0.0108563,0.00459465,-0.0575152,-0.0108563,1,1,1,0,6.43567e-07,231473967
0.00459465,-0.0575152,-0.0108584,0.00459465,-0.0575152,-0.0108584,0,0,1,0,6.43567e-07,241417662
0.00459465,-0.0575152,-0.0108605,0.00459465,-0.0575152,-0.0108605,0,0,1,0,6.4357e-07,251238388
0.00459465,-0.0575152,-0.0108626,0.00459465,-0.0575152,-0.0108626,0,0,1,0,6.4357e-07,261135913
0.00459465,-0.0575152,-0.0108647,0.00459465,-0.0575152,-0.0108647,0,0,1,0,6.4357e-07,270926689
0.00459465,-0.0575152,-0.0108668,0.00459465,-0.0575152,-0.0108668,0,0,1,0,6.43574e-07,280660973
0.00459465,-0.0575152,-0.0108689,0.00459465,-0.0575152,-0.0108689,0,0,1,0,6.43574e-07,290421771
0.00459465,-0.0575152,-0.010871,0.00459465,-0.0575152,-0.010871,0,0,1,0,6.43574e-07,301479432
0.00459465,-0.0575152,-0.0108731,0.00459465,-0.0575152,-0.0108731,0,0,1,0,6.43577e-07,311356175
0.00459465,-0.0575152,-0.0108752,0.00459465,-0.0575152,-0.0108752,0,0,1,0,6.43577e-07,321150942
0.00459459,-0.0575152,-0.0108773,0.00459459,-0.0575152,-0.0108773,1,1,1,0,6.43577e-07,330949998
0.00459459,-0.0575152,-0.0108793,0.00459459,-0.0575152,-0.0108793,0,0,1,0,6.43577e-07,340832189
0.00459459,-0.0575152,-0.0108814,0.00459459,-0.0575152,-0.0108814,0,0,1,0,6.43581e-07,350570462
0.00459459,-0.0575152,-0.0108835,0.00459459,-0.0575152,-0.0108835,0,0,1,0,6.43581e-07,360366080
0.00459459,-0.0575152,-0.0108856,0.00459459,-0.0575152,-0.0108856,0,0,1,0,6.43581e-07,371170588
0.00459459,-0.0575152,-0.0108877,0.00459459,-0.0575152,-0.0108877,0,0,1,0,6.43584e-07,380950171
0.00459459,-0.0575152,-0.0108898,0.00459459,-0.0575152,-0.0108898,0,0,1,0,6.43584e-07,390677677
0.00459459,-0.0575152,-0.0108919,0.00459459,-0.0575152,-0.0108919,0,0,1,0,6.43584e-07,400440070
