0,0,0,0,0,0,0,0,0,0,0,980393137
0,0,-0.0125064,0,0,0,-3.49364e-05,7.47715e-06,-0.0125048,6.44388e-07,0,244718500
0,0,-0.0125064,0,0,0,-3.49364e-05,7.47715e-06,-0.0125048,6.44388e-07,0,244876196
0,0,-0.0125085,0,0,0,-3.49364e-05,7.47715e-06,-0.0125048,6.44388e-07,0,254627315
0,0,-0.0125106,0,0,0,-3.49364e-05,7.47715e-06,-0.0125048,6.44388e-07,0,264613800
0,0,-0.0125127,0,0,0,-3.49556e-05,7.48411e-06,-0.0125117,6.44391e-07,0,273248196
0,0,-0.0125148,0,0,0,-3.49556e-05,7.48411e-06,-0.0125117,6.44391e-07,0,285775804
0.00447809,-0.0561107,-0.0125173,0.00459004,-0.0575135,175.437,-3.49556e-05,7.48411e-06,-0.0125117,6.44391e-07,0,294458546
0.00459004,-0.0575135,-0.012519,0.00459004,-0.0575135,175.437,-3.49748e-05,7.49108e-06,-0.0125186,6.44395e-07,0,307038056
0.00459004,-0.0575135,-0.012521,0.00459004,-0.0575135,175.437,-3.49748e-05,7.49108e-06,-0.0125186,6.44395e-07,0,317234420
0.00459004,-0.0575135,-0.0125221,0.00459004,-0.0575135,175.437,-3.49748e-05,7.49108e-06,-0.0125186,6.44395e-07,0,325871017
0.00459004,-0.0575135,-0.0125252,0.00459004,-0.0575135,175.437,-3.49748e-05,7.49108e-06,-0.0125186,6.44395e-07,0,337819265
0.00459004,-0.0575135,-0.0125273,0.00459004,-0.0575135,175.437,-3.49946e-05,7.49825e-06,-0.0125257,6.44398e-07,0,350879545
0.00459004,-0.0575135,-0.0125294,0.00459004,-0.0575135,175.437,-3.49946e-05,7.49825e-06,-0.0125257,6.44398e-07,0,362274090
0.00459004,-0.0575135,-0.0125315,0.00459004,-0.0575135,175.437,-3.49946e-05,7.49825e-06,-0.0125257,6.44398e-07,0,369927789
0.00459004,-0.0575135,-0.0125336,0.00459004,-0.0575135,175.437,-3.50138e-05,7.50521e-06,-0.0125326,6.44402e-07,0,382975714
0.00459004,-0.0575135,-0.0125357,0.00459004,-0.0575135,175.437,-3.50138e-05,7.50521e-06,-0.0125326,6.44402e-07,0,394662122
0.00458998,-0.0575135,-0.0125381,0.00458998,-0.0575135,-0.0125357,-3.50138e-05,7.50521e-06,-0.0125326,6.44402e-07,0,403271388
0.00458998,-0.0575135,-0.0125399,0.00458998,-0.0575135,-0.0125357,-3.5033e-05,7.51218e-06,-0.0125395,6.44405e-07,0,412981084
0.00458998,-0.0575135,-0.012542,0.00458998,-0.0575135,-0.0125357,-3.5033e-05,7.51218e-06,-0.0125395,6.44405e-07,0,421681545
0.00458998,-0.0575135,-0.0125441,0.00458998,-0.0575135,-0.0125357,-3.5033e-05,7.51218e-06,-0.0125395,6.44405e-07,0,431406607
0.00458998,-0.0575135,-0.0125462,0.00458998,-0.0575135,-0.0125357,-3.5033e-05,7.51218e-06,-0.0125395,6.44405e-07,0,441114955
0.00458998,-0.0575135,-0.0125483,0.00458998,-0.0575135,-0.0125357,-3.50527e-05,7.51935e-06,-0.0125466,6.44409e-07,0,451272624
0.00458998,-0.0575135,-0.0125503,0.00458998,-0.0575135,-0.0125357,-3.50527e-05,7.51935e-06,-0.0125466,6.44409e-07,0,461989583
0.00458998,-0.0575135,-0.0125514,0.00458998,-0.0575135,-0.0125357,-3.50527e-05,7.51935e-06,-0.0125466,6.44409e-07,0,471796766
0.00458998,-0.0575135,-0.0125545,0.00458998,-0.0575135,-0.0125357,-3.50719e-05,7.52631e-06,-0.0125535,6.44412e-07,0,485993645
0.00458998,-0.0575135,-0.0125566,0.00458998,-0.0575135,-0.0125357,-3.50719e-05,7.52631e-06,-0.0125535,6.44412e-07,0,496561266
0.00458993,-0.0575135,-0.012559,0.00458993,-0.0575135,-0.0125566,-3.50719e-05,7.52631e-06,-0.0125535,6.44412e-07,0,506950330
0.00458993,-0.0575135,-0.0125608,0.00458993,-0.0575135,-0.0125566,-3.50911e-05,7.53328e-06,-0.0125605,6.44416e-07,0,519938639
0.00458993,-0.0575135,-0.0125629,0.00458993,-0.0575135,-0.0125566,-3.50911e-05,7.53328e-06,-0.0125605,6.44416e-07,0,529081055
0.00458993,-0.0575135,-0.012565,0.00458993,-0.0575135,-0.0125566,-3.50911e-05,7.53328e-06,-0.0125605,6.44416e-07,0,539861685
